transition_path,W,q,K,lag_k,primary_stay_out_baseline_probability,unconditional_lag_support_marginal_probability,target_status_standardized_baseline_probability,security_year_standardized_baseline_probability,security_year_matched_anchor_count,security_year_unmatched_stratum_count,security_year_coverage,observed_probability,primary_absolute_difference,target_status_standardized_absolute_difference,security_year_standardized_absolute_difference,warnings
P_TO_C,120,0.1,not_applicable,1,0.10738834156051191,0.13339703420020235,0.22880817452733065,0.11561077554633312,26586,35,0.9974113674732695,0.2564945226917058,0.1491061811311939,0.027686348164375152,0.1408837471453727,""
P_TO_C,120,0.1,not_applicable,3,0.10973201129121025,0.13339703420020235,0.19546013483933922,0.11869042575332214,26591,33,0.9975989495404239,0.2577774308130684,0.14804541952185818,0.0623172959737292,0.13908700505974628,""
P_TO_C,120,0.1,not_applicable,5,0.11288780484917015,0.13339703420020235,0.1785011011445618,0.12287754133079275,26591,33,0.9975989495404239,0.24505759651307596,0.1321697916639058,0.06655649536851416,0.12218005518228321,""
P_TO_C,120,0.1,not_applicable,10,0.11776936637975734,0.13339703420020235,0.15402736158329905,0.12862682200760606,26600,29,0.9979365972613018,0.21218226906385618,0.09441290268409884,0.05815490748055713,0.08355544705625012,""
P_TO_C,120,0.1,not_applicable,20,0.12266566902270976,0.13339703420020235,0.13254709843563192,0.13325785374337992,26613,22,0.9984243106359032,0.1920261941448382,0.06936052512212845,0.05947909570920629,0.058768340401458286,""
P_TO_C,120,0.2,not_applicable,1,0.16886734480360135,0.23112286208762323,0.33155179358966025,0.17927472599547842,34008,38,0.9979166055341999,0.36450526443547654,0.19563791963187518,0.03295347084581629,0.18523053843999812,""
P_TO_C,120,0.2,not_applicable,3,0.1736067604775899,0.23112286208762323,0.29698598878997123,0.18544587213498645,34011,36,0.998004636286276,0.3660140623105831,0.19240730183299318,0.06902807352061185,0.18056819017559664,""
P_TO_C,120,0.2,not_applicable,5,0.17984022630328517,0.23112286208762323,0.278813526535648,0.19351445657486638,34011,36,0.998004636286276,0.359328188833409,0.17948796253012383,0.080514662297761,0.16581373225854262,""
P_TO_C,120,0.2,not_applicable,10,0.1915032137673647,0.23112286208762323,0.25337781322191266,0.20779737833685322,34017,34,0.9981806977904282,0.330931347423644,0.1394281336562793,0.07755353420173133,0.12313396908679078,""
P_TO_C,120,0.2,not_applicable,20,0.20637092501266383,0.23112286208762323,0.22934169880933325,0.22302827422501714,34033,25,0.9986501951348338,0.30075909868282874,0.09438817367016492,0.07141739987349549,0.0777308244578116,""
P_TO_C,120,0.3,not_applicable,1,0.22187340136740263,0.3233528912902495,0.3993667636136212,0.2341762948128316,38867,44,0.9981765884226206,0.4331761839177879,0.21130278255038526,0.03380942030416667,0.1989998891049563,""
P_TO_C,120,0.3,not_applicable,3,0.22863445507699726,0.3233528912902495,0.3680951458661188,0.24253059370983565,38870,42,0.9982536339822281,0.4401565847594361,0.21152212968243883,0.07206143889331729,0.19762599104960044,""
P_TO_C,120,0.3,not_applicable,5,0.23799415943453303,0.3233528912902495,0.35245050641393527,0.25413819847836067,38874,40,0.9983563613950382,0.4348997543386956,0.19690559490416257,0.08244924792476033,0.18076155586033493,""
P_TO_C,120,0.3,not_applicable,10,0.2569172923172636,0.3233528912902495,0.3313464269962959,0.2763431707147793,38880,38,0.9985104525142534,0.4155885220415799,0.1586712297243163,0.08424209504528402,0.1392453513268006,""
P_TO_C,120,0.3,not_applicable,20,0.2834202719708955,0.3233528912902495,0.3145802707406613,0.3032465944472541,38898,28,0.9989727258718989,0.3900621769813994,0.10664190501050391,0.07548190624073808,0.08681558253414529,""
P_TO_C,250,0.1,not_applicable,1,0.08671258228500481,0.11455585128418273,0.20981228588185005,0.10553712092873717,19183,33,0.9967783839958431,0.24314402936730728,0.15643144708230247,0.03333174348545723,0.1376069084385701,""
P_TO_C,250,0.1,not_applicable,3,0.08887582033181118,0.11455585128418273,0.1747970472831364,0.1097834155377064,19192,30,0.9972460379319303,0.24232615849382316,0.15345033816201198,0.06752911121068678,0.13254274295611676,""
P_TO_C,250,0.1,not_applicable,5,0.09146566268824595,0.11455585128418273,0.15721900785668844,0.1145010686989723,19193,29,0.9972979994803846,0.23346806790622474,0.1420024052179788,0.0762490600495363,0.11896699920725244,""
P_TO_C,250,0.1,not_applicable,10,0.09608355989143966,0.11455585128418273,0.1340808523183454,0.1230350506695735,19202,25,0.9977656534164718,0.2073472461273666,0.11126368623592695,0.0732663938090212,0.0843121954577931,""
P_TO_C,250,0.1,not_applicable,20,0.10029250611539671,0.11455585128418273,0.11479353693235506,0.12784159847857365,19214,20,0.9983891919979215,0.19190300699674198,0.09161050088134527,0.07710947006438693,0.06406140851816833,""
P_TO_C,250,0.2,not_applicable,1,0.14648160519948997,0.21185163476609173,0.30592088880533624,0.16841237068976397,26315,37,0.9973469774493083,0.34328533877358863,0.19680373357409867,0.03736444996825239,0.17487296808382466,""
P_TO_C,250,0.2,not_applicable,3,0.1509090909090909,0.21185163476609173,0.2712188710972222,0.17558165098197945,26330,31,0.9979154822815994,0.3454060834117278,0.19449699250263688,0.07418721231450559,0.16982443242974835,""
P_TO_C,250,0.2,not_applicable,5,0.15648094814194202,0.21185163476609173,0.2527518456227839,0.18441515364746952,26330,31,0.9979154822815994,0.3366991507181715,0.1802182025762295,0.08394730509538761,0.152283997070702,""
P_TO_C,250,0.2,not_applicable,10,0.16624998252896697,0.21185163476609173,0.22693443003355326,0.1993866094780753,26343,26,0.998408186469585,0.31149972675462567,0.1452497442256587,0.08456529672107241,0.11211311727655038,""
P_TO_C,250,0.2,not_applicable,20,0.1784264626052848,0.21185163476609173,0.20456756515189495,0.21462990410338992,26360,18,0.9990524919461815,0.2983185119024504,0.1198920492971656,0.09375094675055545,0.08368860779906048,""
P_TO_C,250,0.3,not_applicable,1,0.200755235827052,0.30756020687157076,0.3804720275140405,0.22265414991187552,30743,49,0.9970163774931085,0.41602491127034086,0.21526967544328887,0.035552883756300335,0.19337076135846534,""
P_TO_C,250,0.3,not_applicable,3,0.2068018480997235,0.30756020687157076,0.3473761405221114,0.23162925226787617,30752,45,0.9973082536079131,0.4279692204750753,0.2211673723753518,0.08059307995296389,0.19633996820719912,""
P_TO_C,250,0.3,not_applicable,5,0.21519084412258305,0.30756020687157076,0.3302787306548034,0.24401704431675314,30755,43,0.9974055456461813,0.42574522122710867,0.21055437710452563,0.09546649057230527,0.18172817691035553,""
P_TO_C,250,0.3,not_applicable,10,0.23209264131325225,0.30756020687157076,0.30805469904718613,0.26815536219826885,30764,38,0.9976974217609859,0.4061395906939537,0.17404694938070148,0.09808489164676759,0.13798422849568487,""
P_TO_C,250,0.3,not_applicable,20,0.25430212213986303,0.30756020687157076,0.28898687316559946,0.29643710973541476,30790,26,0.9985406194259769,0.3885056708894342,0.1342035487495712,0.09951879772383476,0.09206856115401946,""
P_TO_C,500,0.1,not_applicable,1,0.07973925832999881,0.11008625370207094,0.20677066991259757,0.10928925498461436,14386,24,0.9965364366860626,0.24320295307730533,0.16346369474730651,0.03643228316470776,0.13391369809269096,""
P_TO_C,500,0.1,not_applicable,3,0.08187300531495406,0.11008625370207094,0.1707193405760935,0.11439620906865873,14386,24,0.9965364366860626,0.24409616339266718,0.16222315807771312,0.07337682281657368,0.12969995432400844,""
P_TO_C,500,0.1,not_applicable,5,0.0843696030747376,0.11008625370207094,0.15281319300167662,0.12109799097745091,14386,24,0.9965364366860626,0.23517324452632324,0.15080364145158565,0.08236005152464662,0.11407525354887232,""
P_TO_C,500,0.1,not_applicable,10,0.08836797542118624,0.11008625370207094,0.1285187326936067,0.13073951190875283,14396,21,0.9972291493488501,0.213937035726919,0.12556906030573275,0.0854183030333123,0.08319752381816617,""
P_TO_C,500,0.1,not_applicable,20,0.09253382463943381,0.11008625370207094,0.10963641820573217,0.13706747987818615,14412,15,0.99833748960931,0.20109998589761668,0.10856616125818287,0.09146356769188452,0.06403250601943053,""
P_TO_C,500,0.2,not_applicable,1,0.1377124207525228,0.21039634913675065,0.29973585205351766,0.16669408386714438,20118,37,0.9964832334439546,0.33637840032480715,0.19866597957228435,0.03664254827128949,0.16968431645766277,""
P_TO_C,500,0.2,not_applicable,3,0.14185959254864977,0.21039634913675065,0.26349571390673526,0.1747900296681203,20120,35,0.9965822972906038,0.3443695178218324,0.20250992527318262,0.08087380391509713,0.1695794881537121,""
P_TO_C,500,0.2,not_applicable,5,0.14712272025607373,0.21039634913675065,0.2441703851496921,0.18508269228572719,20123,34,0.9967308930605775,0.33745377172095853,0.1903310514648848,0.09328338657126642,0.15237107943523134,""
P_TO_C,500,0.2,not_applicable,10,0.1565963612160665,0.21039634913675065,0.21818283346089454,0.20289211739148585,20137,30,0.9974243399871217,0.31780475467880626,0.16120839346273977,0.09962192121791172,0.1149126372873204,""
P_TO_C,500,0.2,not_applicable,20,0.16821270448156378,0.21039634913675065,0.19612725300213785,0.22259003224907667,20156,21,0.9983654465302888,0.30685373977995356,0.13864103529838978,0.11072648677781571,0.08426370753087689,""
P_TO_C,500,0.3,not_applicable,1,0.19127482168723298,0.3082141257255743,0.3637992849233852,0.21644678230638678,23396,54,0.9955744680851064,0.40018399264029436,0.20890917095306138,0.03638470771690916,0.18373721033390758,""
P_TO_C,500,0.3,not_applicable,3,0.19715130741806428,0.3082141257255743,0.33169768357780016,0.22624961424562454,23398,52,0.9956595744680851,0.4104157549234136,0.2132644475053493,0.07871807134561343,0.18416614067778905,""
P_TO_C,500,0.3,not_applicable,5,0.20496854523729252,0.3082141257255743,0.31481083227167195,0.2401497389020406,23407,48,0.9960425531914894,0.40962538794422343,0.2046568427069309,0.09481455567255148,0.16947564904218282,""
P_TO_C,500,0.3,not_applicable,10,0.2204285281508478,0.3082141257255743,0.2925707444610127,0.26709999989236843,23414,46,0.9963404255319149,0.3968849526634964,0.1764564245126486,0.10431420820248366,0.12978495277112795,""
P_TO_C,500,0.3,not_applicable,20,0.2413002100929624,0.3082141257255743,0.2749524975545975,0.2997452099397893,23444,31,0.9976170212765958,0.39268176089696233,0.15138155080399993,0.11772926334236483,0.09293655095717301,""
P_TO_T,120,0.1,not_applicable,1,0.05218883578695795,0.05583655688670842,0.05999150837509329,0.049949152916145004,26651,4,0.9998499343462764,0.08339898705683736,0.03121015126987941,0.023407478681744073,0.03344983414069236,""
P_TO_T,120,0.1,not_applicable,3,0.05368321713201021,0.05583655688670842,0.055597517386769144,0.0520585823731873,26651,4,0.9998499343462764,0.07732132808103545,0.023638110949025244,0.021723810694266307,0.02526274570784815,""
P_TO_T,120,0.1,not_applicable,5,0.05515013087190217,0.05583655688670842,0.055715987902957176,0.054086885041854695,26651,4,0.9998499343462764,0.06940536484712062,0.014255233975218454,0.013689376944163445,0.015318479805265926,""
P_TO_T,120,0.1,not_applicable,10,0.05714308360089694,0.05583655688670842,0.05724560193062498,0.0567706683876114,26651,4,0.9998499343462764,0.05184962857357245,-0.005293455027324492,-0.005395973357052532,-0.004921039814038949,""
P_TO_T,120,0.1,not_applicable,20,0.05753926986140049,0.05583655688670842,0.05749276194656673,0.057013238489951344,26651,4,0.9998499343462764,0.0474296435272045,-0.010109626334195987,-0.010063118419362228,-0.009583594962746841,""
P_TO_T,120,0.2,not_applicable,1,0.13790760051959763,0.15327146911257253,0.167429887111397,0.13321939506193894,34078,1,0.9999706564159746,0.20934327131873937,0.07143567079914173,0.041913384207342363,0.07612387625680042,""
P_TO_T,120,0.2,not_applicable,3,0.14319914907017922,0.15327146911257253,0.15579281004210938,0.14024703230772687,34078,1,0.9999706564159746,0.2091672046481601,0.06596805557798088,0.05337439460605073,0.06892017234043324,""
P_TO_T,120,0.2,not_applicable,5,0.14882256176774603,0.15327146911257253,0.15391912564645654,0.14770198088199898,34078,1,0.9999706564159746,0.19447134430847787,0.04564878254073185,0.04055221866202133,0.04676936342647889,""
P_TO_T,120,0.2,not_applicable,10,0.15743378357222518,0.15327146911257253,0.1580001728033984,0.15860070752143457,34078,1,0.9999706564159746,0.1550540032871566,-0.002379780285068578,-0.002946169516241798,-0.0035467042342779698,""
P_TO_T,120,0.2,not_applicable,20,0.1597063849417513,0.15327146911257253,0.1593283621743039,0.1598604833883364,34078,1,0.9999706564159746,0.14053784275732487,-0.01916854218442643,-0.01879051941697904,-0.019322640631011523,""
P_TO_T,120,0.3,not_applicable,1,0.22367977711275516,0.2554524485209542,0.2725240370342747,0.21708906729342048,38937,1,0.9999743181467975,0.3220826590634713,0.09840288195071611,0.049558622029196586,0.1049935917700508,""
P_TO_T,120,0.3,not_applicable,3,0.2335559524381826,0.2554524485209542,0.26048809652962984,0.2294860409982421,38937,1,0.9999743181467975,0.3279728722994323,0.09441691986124967,0.06748477576980244,0.09848683130119018,""
P_TO_T,120,0.3,not_applicable,5,0.2440615522122881,0.2554524485209542,0.2574023693193905,0.24256644305476804,38937,1,0.9999743181467975,0.31357282351731935,0.06951127130503126,0.056170454197928876,0.07100638046255131,""
P_TO_T,120,0.3,not_applicable,10,0.26258404556326936,0.2554524485209542,0.2638970234120184,0.26493744757009946,38937,1,0.9999743181467975,0.2691912180574837,0.006607172494214331,0.005294194645465267,0.004253770487384234,""
P_TO_T,120,0.3,not_applicable,20,0.2680752259919684,0.2554524485209542,0.2672161657569845,0.2686228449762048,38937,1,0.9999743181467975,0.24250064316953948,-0.025574582822428943,-0.024715522587445,-0.02612220180666533,""
P_TO_T,250,0.1,not_applicable,1,0.04692835272227702,0.049913724558642555,0.05354367177285399,0.044107153859971646,19245,0,1.0,0.07601974538841258,0.029091392666135557,0.02247607361555859,0.031912591528440934,""
P_TO_T,250,0.1,not_applicable,3,0.048082995378666414,0.049913724558642555,0.049364379918222324,0.04633571146095613,19245,0,1.0,0.0694206287347363,0.021337633356069884,0.020056248816513973,0.02308491727378017,""
P_TO_T,250,0.1,not_applicable,5,0.04918827821007999,0.049913724558642555,0.04950609984068902,0.048360001441762925,19245,0,1.0,0.06464016627695506,0.015451888066875065,0.015134066436266032,0.01628016483519213,""
P_TO_T,250,0.1,not_applicable,10,0.05073441053950724,0.049913724558642555,0.05079904026232631,0.05100827633287172,19245,0,1.0,0.04692371648305965,-0.003810694056447586,-0.003875323779266658,-0.004084559849812069,""
P_TO_T,250,0.1,not_applicable,20,0.051040832971271335,0.049913724558642555,0.05098434764947743,0.05125343135104625,19245,0,1.0,0.04468925379339015,-0.006351579177881185,-0.006295093856087279,-0.006564177557656099,""
P_TO_T,250,0.2,not_applicable,1,0.13456567463023866,0.147648128169344,0.15854093142723807,0.12629645044167148,26384,1,0.9999620996778472,0.19973469774493083,0.06516902311469217,0.041193766317692754,0.07343824730325935,""
P_TO_T,250,0.2,not_applicable,3,0.13902324895137322,0.147648128169344,0.14844402253715203,0.13359993071747006,26384,1,0.9999620996778472,0.19984839871138904,0.06082514976001582,0.051404376174237015,0.06624846799391898,""
P_TO_T,250,0.2,not_applicable,5,0.1436645996817209,0.147648128169344,0.14716995044642023,0.14108353862313575,26384,1,0.9999620996778472,0.18055713473564525,0.03689253505392434,0.03338718428922502,0.0394735961125095,""
P_TO_T,250,0.2,not_applicable,10,0.15075371776497018,0.147648128169344,0.15128299634066406,0.1522246606970738,26384,1,0.9999620996778472,0.1498370100826321,-0.0009167076823380915,-0.0014459862580319671,-0.002387650614441711,""
P_TO_T,250,0.2,not_applicable,20,0.15228456696794418,0.147648128169344,0.1520436687761315,0.15344088870016226,26384,1,0.9999620996778472,0.13747346072186836,-0.014811106246075817,-0.01457020805426315,-0.015967427978293897,""
P_TO_T,250,0.3,not_applicable,1,0.22379600175271872,0.25183784835977685,0.2664583310325856,0.2098286001391917,30833,2,0.9999351386411546,0.3120479974055456,0.0882519956528269,0.045589666372960025,0.10221939726635393,""
P_TO_T,250,0.3,not_applicable,3,0.2321789010650818,0.25183784835977685,0.2550366262491909,0.22226806683730144,30833,2,0.9999351386411546,0.3236906113183071,0.09151171025322533,0.06865398506911624,0.10142254448100568,""
P_TO_T,250,0.3,not_applicable,5,0.24135900533670723,0.25183784835977685,0.252127891678073,0.2361906122167996,30833,2,0.9999351386411546,0.314014205558979,0.07265520022227179,0.06188631388090604,0.07782359334217942,""
P_TO_T,250,0.3,not_applicable,10,0.2576370846307282,0.25183784835977685,0.2588666871778786,0.26051918503435206,30833,2,0.9999351386411546,0.27105229012585963,0.013415205495131421,0.012185602947981045,0.010533105091507566,""
P_TO_T,250,0.3,not_applicable,20,0.2619016239522617,0.25183784835977685,0.26122813083476154,0.2645781078429791,30833,2,0.9999351386411546,0.23643561786085152,-0.02546600609141017,-0.024792512973910025,-0.028142489982127566,""
P_TO_T,500,0.1,not_applicable,1,0.044755305028356694,0.047523211241834624,0.049863860751466135,0.04170240757446529,14435,1,0.9999307287337212,0.06927126627874758,0.024515961250390884,0.019407405527281443,0.027568858704282287,""
P_TO_T,500,0.1,not_applicable,3,0.04576533034134553,0.047523211241834624,0.046676698034314124,0.0441362285592023,14435,1,0.9999307287337212,0.07058742033804379,0.024822089996698257,0.023910722303729662,0.026451191778841483,""
P_TO_T,500,0.1,not_applicable,5,0.04674179831990873,0.047523211241834624,0.046942032822234615,0.04657453088121599,14435,1,0.9999307287337212,0.05915766140205043,0.012415863082141695,0.012215628579815813,0.012583130520834436,""
P_TO_T,500,0.1,not_applicable,10,0.04801522778811174,0.047523211241834624,0.0480887260373394,0.04923327547936292,14435,1,0.9999307287337212,0.045026323081185926,-0.002988904706925817,-0.0030624029561534746,-0.004206952398176991,""
P_TO_T,500,0.1,not_applicable,20,0.048241076160516046,0.047523211241834624,0.04820791502223301,0.049180057359501,14435,1,0.9999307287337212,0.04163203103352729,-0.006609045126988754,-0.006575883988705719,-0.007548026325973706,""
P_TO_T,500,0.2,not_applicable,1,0.13364665380505472,0.1459939509292462,0.15521428224090283,0.12262093554211566,20189,0,1.0,0.19560156520877706,0.061954911403722335,0.04038728296787422,0.0729806296666614,""
P_TO_T,500,0.2,not_applicable,3,0.1376425524084396,0.1459939509292462,0.14569971548244592,0.1302156860197989,20189,0,1.0,0.19763237406508494,0.05998982165664535,0.05193265858263901,0.06741668804528603,""
P_TO_T,500,0.2,not_applicable,5,0.14171852038663557,0.1459939509292462,0.14463787024944696,0.1381147020916704,20189,0,1.0,0.17940462628163853,0.03768610589500296,0.034766756032191565,0.04128992418996813,""
P_TO_T,500,0.2,not_applicable,10,0.1478120490655616,0.1459939509292462,0.1482585685951311,0.14988505723183732,20189,0,1.0,0.1577252687373062,0.009913219671744578,0.0094667001421751,0.007840211505468875,""
P_TO_T,500,0.2,not_applicable,20,0.14955330425346966,0.1459939509292462,0.14933299949729714,0.1517836643596781,20189,0,1.0,0.1373996630660985,-0.012153641187371167,-0.011933336431198649,-0.014384001293579612,""
P_TO_T,500,0.3,not_applicable,1,0.22455767044308717,0.252090130699072,0.2613136244255679,0.20531192217774671,23499,1,0.9999574468085106,0.31374468085106383,0.08918701040797666,0.05243105642549595,0.10843275867331711,""
P_TO_T,500,0.3,not_applicable,3,0.23233357829461088,0.252090130699072,0.2516799688259033,0.2185883513132375,23499,1,0.9999574468085106,0.32148936170212766,0.08915578340751679,0.06980939287622434,0.10290101038889016,""
P_TO_T,500,0.3,not_applicable,5,0.24076435907813132,0.252090130699072,0.24968182479256773,0.233607547260099,23499,1,0.9999574468085106,0.3082258819524235,0.06746152287429219,0.05854405715985578,0.07461833469232451,""
P_TO_T,500,0.3,not_applicable,10,0.25526275319653763,0.252090130699072,0.2562677250266044,0.25880043159769245,23499,1,0.9999574468085106,0.2689197241848983,0.013656970988360662,0.012651999158293903,0.010119292587205841,""
P_TO_T,500,0.3,not_applicable,20,0.2594225551982329,0.252090130699072,0.2588334952524479,0.2642461688959868,23499,1,0.9999574468085106,0.24362196004940584,-0.015800595148827035,-0.015211535203042081,-0.02062420884658095,""
P_TO_V,120,0.1,not_applicable,1,0.06627387703944926,0.09278032108165643,0.2259612199811754,0.07371606941792377,26552,52,0.9961358094166197,0.250681737343398,0.18440786030394873,0.024720517362222583,0.17696566792547422,""
P_TO_V,120,0.1,not_applicable,3,0.06985572044181018,0.09278032108165643,0.2041099355421465,0.0783478188117395,26557,50,0.9963233914837741,0.24223528947472275,0.17237956903291257,0.03812535393257627,0.16388747066298326,""
P_TO_V,120,0.1,not_applicable,5,0.07343210105410597,0.09278032108165643,0.18807901615365477,0.08251128804030704,26572,44,0.9968861376852373,0.22618906884186468,0.1527569677877587,0.03811005268820991,0.14367778080155763,""
P_TO_V,120,0.1,not_applicable,10,0.0811831405345738,0.09278032108165643,0.1551707555778546,0.09146220857348168,26580,41,0.9971862689926843,0.18548608658110602,0.10430294604653222,0.030315331003251428,0.09402387800762434,""
P_TO_V,120,0.1,not_applicable,20,0.09238339644470941,0.09278032108165643,0.11112292070106632,0.1041787420152299,26598,30,0.9978615644344401,0.11417890104754858,0.02179550460283916,0.0030559803464822594,0.01000015903231867,""
P_TO_V,120,0.2,not_applicable,1,0.10559416569275012,0.16453169529532033,0.29505957697866564,0.11571469739505554,33981,53,0.9971243287655154,0.32191592636688343,0.2163217606741333,0.026856349388217793,0.2062012289718279,""
P_TO_V,120,0.2,not_applicable,3,0.11143191713350513,0.16453169529532033,0.2758288401706289,0.12252754934388457,33981,53,0.9971243287655154,0.3236442383944366,0.21221232126093148,0.047815398223807704,0.20111668905055205,""
P_TO_V,120,0.2,not_applicable,5,0.11773086824091428,0.16453169529532033,0.26229136893475186,0.1299229825330469,33993,47,0.9974764517738196,0.31902120916626037,0.2012903409253461,0.05672984023150851,0.18909822663321346,""
P_TO_V,120,0.2,not_applicable,10,0.13354322984985212,0.16453169529532033,0.23712629761820805,0.14754603531703916,33996,45,0.9975644825258957,0.29248807751890893,0.1589448476690568,0.055361779900700875,0.14494204220186976,""
P_TO_V,120,0.2,not_applicable,20,0.16108036888470248,0.16453169529532033,0.20138082766305965,0.17784576704095165,34011,36,0.998004636286276,0.2140094282606068,0.05292905937590431,0.01262860059754714,0.03616366121965514,""
P_TO_V,120,0.3,not_applicable,1,0.14700042448786324,0.24561763996431576,0.36515875303855627,0.15967076531412422,38823,64,0.9970465868817093,0.39341780221531597,0.24641737772745273,0.0282590491767597,0.23374703690119175,""
P_TO_V,120,0.3,not_applicable,3,0.1553249618693637,0.24561763996431576,0.34747646539008825,0.16902869458507164,38828,62,0.997174996147722,0.3990285077241599,0.24370354585479617,0.051552042334071624,0.22999981313908824,""
P_TO_V,120,0.3,not_applicable,5,0.1645497985015667,0.24561763996431576,0.33569636214008786,0.1791718570148772,38835,57,0.9973547691201398,0.39833386394990977,0.23378406544834307,0.06263750180982192,0.21916200693503257,""
P_TO_V,120,0.3,not_applicable,10,0.18927223759700498,0.24561763996431576,0.31727679437707873,0.20653117390114273,38850,51,0.9977399969181776,0.385969556585043,0.19669731898803802,0.06869276220796428,0.17943838268390028,""
P_TO_V,120,0.3,not_applicable,20,0.2362539352356668,0.24561763996431576,0.2942271560196049,0.2570294089378198,38872,39,0.9983049976886332,0.31893687707641194,0.08268294184074515,0.02470972105680702,0.06190746813859216,""
P_TO_V,250,0.1,not_applicable,1,0.04254043964836848,0.06189673108593357,0.1573596745942918,0.053425401285026514,19181,32,0.9966744608989347,0.17931930090363077,0.13677886125526229,0.02195962630933898,0.12589389961860425,""
P_TO_V,250,0.1,not_applicable,3,0.044559565325694356,0.06189673108593357,0.14170906808783812,0.0567300981327951,19184,30,0.9968303455442972,0.17885915112192485,0.1342995857962305,0.037150083034086734,0.12212905298912975,""
P_TO_V,250,0.1,not_applicable,5,0.04670873117509449,0.06189673108593357,0.13007948949417425,0.06027638935745478,19187,29,0.9969862301896597,0.17129579595806765,0.12458706478297316,0.041216306463893404,0.11101940660061288,""
P_TO_V,250,0.1,not_applicable,10,0.051532865244438494,0.06189673108593357,0.10778213455570912,0.06802642793645046,19191,28,0.9971940763834762,0.14695882130714016,0.09542595606270167,0.039176686751431045,0.0789323933706897,""
P_TO_V,250,0.1,not_applicable,20,0.05893027162386849,0.06189673108593357,0.07891210992922736,0.07973802900990416,19203,23,0.9978176149649259,0.0978494623655914,0.03891919074172291,0.018937352436364047,0.01811143335568724,""
P_TO_V,250,0.2,not_applicable,1,0.07834644506707568,0.1285741900802116,0.23685648021295594,0.0931850381248682,26293,41,0.9965131703619481,0.2617970010626156,0.18345055599553994,0.02494052084965967,0.1686119629377474,""
P_TO_V,250,0.2,not_applicable,3,0.0822889050268071,0.1285741900802116,0.22058499438694856,0.09902660428631008,26298,39,0.9967026719727118,0.2682974790576946,0.1860085740308875,0.047712484670746014,0.1692708747713845,""
P_TO_V,250,0.2,not_applicable,5,0.08670565932165987,0.1285741900802116,0.20900976079621722,0.10542706163126576,26301,38,0.99681637293917,0.2640701147618299,0.17736445544017004,0.05506035396561268,0.15864305313056415,""
