candidate_cell_id,route_id,d,g,status,security_count,component_count,event_count,error,state_line,W,candidate_role,objective_values,hard_gate_status,warning_count,complexity,baseline_distance,pareto_status,decision_unit
r2_s_pct_w250_qt25_primary__d3__g2,r2_s_pct_w250_qt25_primary,3,2,completed,800,6957,2531,,S_PCT,250,primary,"{""qualified_event_count"":2531.0,""retained_confirmed_day_ratio"":0.6727600130961475,""bridged_day_ratio"":0.0121135845197829,""merge_ratio"":0.04148557882259976,""open_event_ratio"":0.0,""duration_q95_ratio"":1.5714285714285714,""component_qualification_rate"":0.37981598619896495,""qualification_delay_observations_q90"":2.0,""atomic_fragment_rate"":0.37846773034353887,""confirmed_density"":0.9697946983402816,""mega_zone_concentration"":0.038149925273342246,""max_single_gap"":2.0}",passed,4,2,5,dominated,S_PCT×W250
r2_s_pcvt_w120_q20_shared__d1__g0,r2_s_pcvt_w120_q20_shared,1,0,completed,800,1425,1425,,S_PCVT,120,strict_core_reference,"{""qualified_event_count"":1425.0,""retained_confirmed_day_ratio"":1.0,""bridged_day_ratio"":0.0,""merge_ratio"":0.0,""open_event_ratio"":0.0,""duration_q95_ratio"":1.0,""component_qualification_rate"":1.0,""qualification_delay_observations_q90"":0.0,""atomic_fragment_rate"":0.4975438596491228,""confirmed_density"":1.0,""mega_zone_concentration"":0.048315753657706705,""max_single_gap"":0.0}",passed,0,1,1,non_dominated,S_PCVT×W120
r2_s_pcvt_w120_q20_shared__d1__g1,r2_s_pcvt_w120_q20_shared,1,1,completed,800,1425,1381,,S_PCVT,120,strict_core_reference,"{""qualified_event_count"":1381.0,""retained_confirmed_day_ratio"":1.0,""bridged_day_ratio"":0.014327580592640833,""merge_ratio"":0.03186097031136857,""open_event_ratio"":0.0,""duration_q95_ratio"":1.2,""component_qualification_rate"":1.0,""qualification_delay_observations_q90"":0.0,""atomic_fragment_rate"":0.4975438596491228,""confirmed_density"":0.9570172582220775,""mega_zone_concentration"":0.052425919895799415,""max_single_gap"":1.0}",passed,0,1,2,dominated,S_PCVT×W120
r2_s_pcvt_w120_q20_shared__d1__g2,r2_s_pcvt_w120_q20_shared,1,2,completed,800,1425,1355,,S_PCVT,120,strict_core_reference,"{""qualified_event_count"":1355.0,""retained_confirmed_day_ratio"":1.0,""bridged_day_ratio"":0.03018867924528302,""merge_ratio"":0.05092250922509225,""open_event_ratio"":0.0,""duration_q95_ratio"":1.2,""component_qualification_rate"":1.0,""qualification_delay_observations_q90"":0.0,""atomic_fragment_rate"":0.4975438596491228,""confirmed_density"":0.9242138364779874,""mega_zone_concentration"":0.055345911949685536,""max_single_gap"":2.0}",passed,0,1,3,dominated,S_PCVT×W120
r2_s_pcvt_w120_q20_shared__d2__g0,r2_s_pcvt_w120_q20_shared,2,0,completed,800,1425,716,,S_PCVT,120,strict_core_reference,"{""qualified_event_count"":716.0,""retained_confirmed_day_ratio"":0.7587614834977884,""bridged_day_ratio"":0.0,""merge_ratio"":0.0,""open_event_ratio"":0.0,""duration_q95_ratio"":1.2,""component_qualification_rate"":0.5024561403508772,""qualification_delay_observations_q90"":1.0,""atomic_fragment_rate"":0.4975438596491228,""confirmed_density"":1.0,""mega_zone_concentration"":0.037219730941704034,""max_single_gap"":0.0}",passed,0,1,2,non_dominated,S_PCVT×W120
r2_s_pcvt_w120_q20_shared__d2__g1,r2_s_pcvt_w120_q20_shared,2,1,completed,800,1425,705,,S_PCVT,120,strict_core_reference,"{""qualified_event_count"":705.0,""retained_confirmed_day_ratio"":0.7587614834977884,""bridged_day_ratio"":0.004860804242156429,""merge_ratio"":0.015602836879432624,""open_event_ratio"":0.0,""duration_q95_ratio"":1.4,""component_qualification_rate"":0.5024561403508772,""qualification_delay_observations_q90"":1.0,""atomic_fragment_rate"":0.4975438596491228,""confirmed_density"":0.9854175872735307,""mega_zone_concentration"":0.040653999116217414,""max_single_gap"":1.0}",passed,0,1,3,dominated,S_PCVT×W120
r2_s_pcvt_w120_q20_shared__d2__g2,r2_s_pcvt_w120_q20_shared,2,2,completed,800,1425,698,,S_PCVT,120,strict_core_reference,"{""qualified_event_count"":698.0,""retained_confirmed_day_ratio"":0.7587614834977884,""bridged_day_ratio"":0.010897994768962511,""merge_ratio"":0.025787965616045846,""open_event_ratio"":0.0,""duration_q95_ratio"":1.4,""component_qualification_rate"":0.5024561403508772,""qualification_delay_observations_q90"":1.0,""atomic_fragment_rate"":0.4975438596491228,""confirmed_density"":0.972101133391456,""mega_zone_concentration"":0.03879686137750654,""max_single_gap"":2.0}",passed,0,1,4,dominated,S_PCVT×W120
r2_s_pcvt_w120_q20_shared__d3__g0,r2_s_pcvt_w120_q20_shared,3,0,completed,800,1425,382,,S_PCVT,120,strict_core_reference,"{""qualified_event_count"":382.0,""retained_confirmed_day_ratio"":0.5314732902347737,""bridged_day_ratio"":0.0,""merge_ratio"":0.0,""open_event_ratio"":0.0,""duration_q95_ratio"":1.4,""component_qualification_rate"":0.2680701754385965,""qualification_delay_observations_q90"":2.0,""atomic_fragment_rate"":0.4975438596491228,""confirmed_density"":1.0,""mega_zone_concentration"":0.029449423815621,""max_single_gap"":0.0}",passed,0,1,3,non_dominated,S_PCVT×W120
r2_s_pcvt_w120_q20_shared__d3__g1,r2_s_pcvt_w120_q20_shared,3,1,completed,800,1425,378,,S_PCVT,120,strict_core_reference,"{""qualified_event_count"":378.0,""retained_confirmed_day_ratio"":0.5314732902347737,""bridged_day_ratio"":0.0025412960609911056,""merge_ratio"":0.010582010582010581,""open_event_ratio"":0.0,""duration_q95_ratio"":1.6,""component_qualification_rate"":0.2680701754385965,""qualification_delay_observations_q90"":2.0,""atomic_fragment_rate"":0.4975438596491228,""confirmed_density"":0.9923761118170267,""mega_zone_concentration"":0.03176620076238882,""max_single_gap"":1.0}",passed,0,1,4,dominated,S_PCVT×W120
r2_s_pcvt_w120_q20_shared__d3__g2,r2_s_pcvt_w120_q20_shared,3,2,completed,800,1425,376,,S_PCVT,120,strict_core_reference,"{""qualified_event_count"":376.0,""retained_confirmed_day_ratio"":0.5314732902347737,""bridged_day_ratio"":0.0050568900126422255,""merge_ratio"":0.015957446808510637,""open_event_ratio"":0.0,""duration_q95_ratio"":1.6,""component_qualification_rate"":0.2680701754385965,""qualification_delay_observations_q90"":2.0,""atomic_fragment_rate"":0.4975438596491228,""confirmed_density"":0.9873577749683944,""mega_zone_concentration"":0.0347661188369153,""max_single_gap"":2.0}",passed,0,1,5,dominated,S_PCVT×W120
r2_s_pcvt_w120_qv30_primary__d1__g0,r2_s_pcvt_w120_qv30_primary,1,0,completed,800,2177,2177,,S_PCVT,120,primary,"{""qualified_event_count"":2177.0,""retained_confirmed_day_ratio"":1.0,""bridged_day_ratio"":0.0,""merge_ratio"":0.0,""open_event_ratio"":0.0,""duration_q95_ratio"":1.0,""component_qualification_rate"":1.0,""qualification_delay_observations_q90"":0.0,""atomic_fragment_rate"":0.49104271933853927,""confirmed_density"":1.0,""mega_zone_concentration"":0.04951796669588081,""max_single_gap"":0.0}",passed,5,2,1,non_dominated,S_PCVT×W120
r2_s_pcvt_w120_qv30_primary__d1__g1,r2_s_pcvt_w120_qv30_primary,1,1,completed,800,2177,2102,,S_PCVT,120,primary,"{""qualified_event_count"":2102.0,""retained_confirmed_day_ratio"":1.0,""bridged_day_ratio"":0.015660889538525787,""merge_ratio"":0.03377735490009515,""open_event_ratio"":0.0,""duration_q95_ratio"":1.2,""component_qualification_rate"":1.0,""qualification_delay_observations_q90"":0.0,""atomic_fragment_rate"":0.49104271933853927,""confirmed_density"":0.9530173313844227,""mega_zone_concentration"":0.05804969722280225,""max_single_gap"":1.0}",passed,5,2,2,dominated,S_PCVT×W120
r2_s_pcvt_w120_qv30_primary__d1__g2,r2_s_pcvt_w120_qv30_primary,1,2,completed,800,2177,2054,,S_PCVT,120,primary,"{""qualified_event_count"":2054.0,""retained_confirmed_day_ratio"":1.0,""bridged_day_ratio"":0.034254807692307696,""merge_ratio"":0.05598831548198637,""open_event_ratio"":0.0,""duration_q95_ratio"":1.4,""component_qualification_rate"":1.0,""qualification_delay_observations_q90"":0.0,""atomic_fragment_rate"":0.49104271933853927,""confirmed_density"":0.9142628205128205,""mega_zone_concentration"":0.059895833333333336,""max_single_gap"":2.0}",passed,5,2,3,dominated,S_PCVT×W120
r2_s_pcvt_w120_qv30_primary__d2__g0,r2_s_pcvt_w120_qv30_primary,2,0,completed,800,2177,1108,,S_PCVT,120,primary,"{""qualified_event_count"":1108.0,""retained_confirmed_day_ratio"":0.7657756354075372,""bridged_day_ratio"":0.0,""merge_ratio"":0.0,""open_event_ratio"":0.0,""duration_q95_ratio"":1.2,""component_qualification_rate"":0.5091911764705882,""qualification_delay_observations_q90"":1.0,""atomic_fragment_rate"":0.49104271933853927,""confirmed_density"":1.0,""mega_zone_concentration"":0.03891273247496423,""max_single_gap"":0.0}",passed,5,2,2,non_dominated,S_PCVT×W120
r2_s_pcvt_w120_qv30_primary__d2__g1,r2_s_pcvt_w120_qv30_primary,2,1,completed,800,2177,1086,,S_PCVT,120,primary,"{""qualified_event_count"":1086.0,""retained_confirmed_day_ratio"":0.7657756354075372,""bridged_day_ratio"":0.006178039876439202,""merge_ratio"":0.019337016574585635,""open_event_ratio"":0.0,""duration_q95_ratio"":1.4,""component_qualification_rate"":0.5091911764705882,""qualification_delay_observations_q90"":1.0,""atomic_fragment_rate"":0.49104271933853927,""confirmed_density"":0.9814658803706824,""mega_zone_concentration"":0.039595619208087615,""max_single_gap"":1.0}",passed,5,2,3,dominated,S_PCVT×W120
r2_s_pcvt_w120_qv30_primary__d2__g2,r2_s_pcvt_w120_qv30_primary,2,2,completed,800,2177,1074,,S_PCVT,120,primary,"{""qualified_event_count"":1074.0,""retained_confirmed_day_ratio"":0.7657756354075372,""bridged_day_ratio"":0.012728278915329275,""merge_ratio"":0.0297951582867784,""open_event_ratio"":0.0,""duration_q95_ratio"":1.6,""component_qualification_rate"":0.5091911764705882,""qualification_delay_observations_q90"":1.0,""atomic_fragment_rate"":0.49104271933853927,""confirmed_density"":0.9670724958494743,""mega_zone_concentration"":0.043718871057000556,""max_single_gap"":2.0}",passed,5,2,4,dominated,S_PCVT×W120
r2_s_pcvt_w120_qv30_primary__d3__g0,r2_s_pcvt_w120_qv30_primary,3,0,completed,800,2177,580,,S_PCVT,120,primary,"{""qualified_event_count"":580.0,""retained_confirmed_day_ratio"":0.5343996494303243,""bridged_day_ratio"":0.0,""merge_ratio"":0.0,""open_event_ratio"":0.0,""duration_q95_ratio"":1.6,""component_qualification_rate"":0.26666666666666666,""qualification_delay_observations_q90"":2.0,""atomic_fragment_rate"":0.49104271933853927,""confirmed_density"":1.0,""mega_zone_concentration"":0.031160311603116032,""max_single_gap"":0.0}",passed,5,2,3,non_dominated,S_PCVT×W120
r2_s_pcvt_w120_qv30_primary__d3__g1,r2_s_pcvt_w120_qv30_primary,3,1,completed,800,2177,573,,S_PCVT,120,primary,"{""qualified_event_count"":573.0,""retained_confirmed_day_ratio"":0.5343996494303243,""bridged_day_ratio"":0.002845528455284553,""merge_ratio"":0.012216404886561954,""open_event_ratio"":0.0,""duration_q95_ratio"":1.8,""component_qualification_rate"":0.26666666666666666,""qualification_delay_observations_q90"":2.0,""atomic_fragment_rate"":0.49104271933853927,""confirmed_density"":0.9914634146341463,""mega_zone_concentration"":0.032520325203252036,""max_single_gap"":1.0}",passed,5,2,4,dominated,S_PCVT×W120
r2_s_pcvt_w120_qv30_primary__d3__g2,r2_s_pcvt_w120_qv30_primary,3,2,completed,800,2177,570,,S_PCVT,120,primary,"{""qualified_event_count"":570.0,""retained_confirmed_day_ratio"":0.5343996494303243,""bridged_day_ratio"":0.005254648342764754,""merge_ratio"":0.017543859649122806,""open_event_ratio"":0.0,""duration_q95_ratio"":1.8,""component_qualification_rate"":0.26666666666666666,""qualification_delay_observations_q90"":2.0,""atomic_fragment_rate"":0.49104271933853927,""confirmed_density"":0.9858528698464026,""mega_zone_concentration"":0.03597413096200485,""max_single_gap"":2.0}",passed,5,2,5,dominated,S_PCVT×W120
r2_s_pcvt_w250_q20_shared__d1__g0,r2_s_pcvt_w250_q20_shared,1,0,completed,800,1023,1023,,S_PCVT,250,strict_core_reference,"{""qualified_event_count"":1023.0,""retained_confirmed_day_ratio"":1.0,""bridged_day_ratio"":0.0,""merge_ratio"":0.0,""open_event_ratio"":0.0,""duration_q95_ratio"":1.0,""component_qualification_rate"":1.0,""qualification_delay_observations_q90"":0.0,""atomic_fragment_rate"":0.47996089931573804,""confirmed_density"":1.0,""mega_zone_concentration"":0.04715219421101774,""max_single_gap"":0.0}",passed,0,1,1,non_dominated,S_PCVT×W250
r2_s_pcvt_w250_q20_shared__d1__g1,r2_s_pcvt_w250_q20_shared,1,1,completed,800,1023,1002,,S_PCVT,250,strict_core_reference,"{""qualified_event_count"":1002.0,""retained_confirmed_day_ratio"":1.0,""bridged_day_ratio"":0.009523809523809525,""merge_ratio"":0.01996007984031936,""open_event_ratio"":0.0,""duration_q95_ratio"":1.2,""component_qualification_rate"":1.0,""qualification_delay_observations_q90"":0.0,""atomic_fragment_rate"":0.47996089931573804,""confirmed_density"":0.9714285714285714,""mega_zone_concentration"":0.04943310657596372,""max_single_gap"":1.0}",passed,0,1,2,dominated,S_PCVT×W250
r2_s_pcvt_w250_q20_shared__d1__g2,r2_s_pcvt_w250_q20_shared,1,2,completed,800,1023,984,,S_PCVT,250,strict_core_reference,"{""qualified_event_count"":984.0,""retained_confirmed_day_ratio"":1.0,""bridged_day_ratio"":0.025010969723562967,""merge_ratio"":0.037601626016260166,""open_event_ratio"":0.0,""duration_q95_ratio"":1.2,""component_qualification_rate"":1.0,""qualification_delay_observations_q90"":0.0,""atomic_fragment_rate"":0.47996089931573804,""confirmed_density"":0.9398859148749451,""mega_zone_concentration"":0.05265467310223782,""max_single_gap"":2.0}",passed,0,1,3,dominated,S_PCVT×W250
r2_s_pcvt_w250_q20_shared__d2__g0,r2_s_pcvt_w250_q20_shared,2,0,completed,800,1023,532,,S_PCVT,250,strict_core_reference,"{""qualified_event_count"":532.0,""retained_confirmed_day_ratio"":0.7707749766573296,""bridged_day_ratio"":0.0,""merge_ratio"":0.0,""open_event_ratio"":0.0,""duration_q95_ratio"":1.2,""component_qualification_rate"":0.520039100684262,""qualification_delay_observations_q90"":1.0,""atomic_fragment_rate"":0.47996089931573804,""confirmed_density"":1.0,""mega_zone_concentration"":0.03634161114476075,""max_single_gap"":0.0}",passed,0,1,2,non_dominated,S_PCVT×W250
r2_s_pcvt_w250_q20_shared__d2__g1,r2_s_pcvt_w250_q20_shared,2,1,completed,800,1023,525,,S_PCVT,250,strict_core_reference,"{""qualified_event_count"":525.0,""retained_confirmed_day_ratio"":0.7707749766573296,""bridged_day_ratio"":0.004186602870813397,""merge_ratio"":0.013333333333333334,""open_event_ratio"":0.0,""duration_q95_ratio"":1.4,""component_qualification_rate"":0.520039100684262,""qualification_delay_observations_q90"":1.0,""atomic_fragment_rate"":0.47996089931573804,""confirmed_density"":0.9874401913875598,""mega_zone_concentration"":0.03708133971291866,""max_single_gap"":1.0}",passed,0,1,3,dominated,S_PCVT×W250
r2_s_pcvt_w250_q20_shared__d2__g2,r2_s_pcvt_w250_q20_shared,2,2,completed,800,1023,519,,S_PCVT,250,strict_core_reference,"{""qualified_event_count"":519.0,""retained_confirmed_day_ratio"":0.7707749766573296,""bridged_day_ratio"":0.011202830188679245,""merge_ratio"":0.023121387283236993,""open_event_ratio"":0.0,""duration_q95_ratio"":1.4,""component_qualification_rate"":0.520039100684262,""qualification_delay_observations_q90"":1.0,""atomic_fragment_rate"":0.47996089931573804,""confirmed_density"":0.9734669811320755,""mega_zone_concentration"":0.045990566037735846,""max_single_gap"":2.0}",passed,0,1,4,dominated,S_PCVT×W250
r2_s_pcvt_w250_q20_shared__d3__g0,r2_s_pcvt_w250_q20_shared,3,0,completed,800,1023,275,,S_PCVT,250,strict_core_reference,"{""qualified_event_count"":275.0,""retained_confirmed_day_ratio"":0.530812324929972,""bridged_day_ratio"":0.0,""merge_ratio"":0.0,""open_event_ratio"":0.0,""duration_q95_ratio"":1.4,""component_qualification_rate"":0.26881720430107525,""qualification_delay_observations_q90"":2.0,""atomic_fragment_rate"":0.47996089931573804,""confirmed_density"":1.0,""mega_zone_concentration"":0.029023746701846966,""max_single_gap"":0.0}",passed,0,1,3,non_dominated,S_PCVT×W250
r2_s_pcvt_w250_q20_shared__d3__g1,r2_s_pcvt_w250_q20_shared,3,1,completed,800,1023,273,,S_PCVT,250,strict_core_reference,"{""qualified_event_count"":273.0,""retained_confirmed_day_ratio"":0.530812324929972,""bridged_day_ratio"":0.0017497812773403325,""merge_ratio"":0.007326007326007326,""open_event_ratio"":0.0,""duration_q95_ratio"":1.6,""component_qualification_rate"":0.26881720430107525,""qualification_delay_observations_q90"":2.0,""atomic_fragment_rate"":0.47996089931573804,""confirmed_density"":0.994750656167979,""mega_zone_concentration"":0.03062117235345582,""max_single_gap"":1.0}",passed,0,1,4,dominated,S_PCVT×W250
r2_s_pcvt_w250_q20_shared__d3__g2,r2_s_pcvt_w250_q20_shared,3,2,completed,800,1023,272,,S_PCVT,250,strict_core_reference,"{""qualified_event_count"":272.0,""retained_confirmed_day_ratio"":0.530812324929972,""bridged_day_ratio"":0.0034873583260680036,""merge_ratio"":0.011029411764705883,""open_event_ratio"":0.0,""duration_q95_ratio"":1.6,""component_qualification_rate"":0.26881720430107525,""qualification_delay_observations_q90"":2.0,""atomic_fragment_rate"":0.47996089931573804,""confirmed_density"":0.99128160418483,""mega_zone_concentration"":0.03051438535309503,""max_single_gap"":2.0}",passed,0,1,5,dominated,S_PCVT×W250
r2_s_pcvt_w250_qv30_primary__d1__g0,r2_s_pcvt_w250_qv30_primary,1,0,completed,800,1673,1673,,S_PCVT,250,primary,"{""qualified_event_count"":1673.0,""retained_confirmed_day_ratio"":1.0,""bridged_day_ratio"":0.0,""merge_ratio"":0.0,""open_event_ratio"":0.0,""duration_q95_ratio"":1.0,""component_qualification_rate"":1.0,""qualification_delay_observations_q90"":0.0,""atomic_fragment_rate"":0.4805738194859534,""confirmed_density"":1.0,""mega_zone_concentration"":0.04763231197771588,""max_single_gap"":0.0}",passed,5,2,1,non_dominated,S_PCVT×W250
r2_s_pcvt_w250_qv30_primary__d1__g1,r2_s_pcvt_w250_qv30_primary,1,1,completed,800,1673,1624,,S_PCVT,250,primary,"{""qualified_event_count"":1624.0,""retained_confirmed_day_ratio"":1.0,""bridged_day_ratio"":0.013112122023013113,""merge_ratio"":0.02894088669950739,""open_event_ratio"":0.0,""duration_q95_ratio"":1.2,""component_qualification_rate"":1.0,""qualification_delay_observations_q90"":0.0,""atomic_fragment_rate"":0.4805738194859534,""confirmed_density"":0.9606636339309607,""mega_zone_concentration"":0.05244848809205245,""max_single_gap"":1.0}",passed,5,2,2,dominated,S_PCVT×W250
r2_s_pcvt_w250_qv30_primary__d1__g2,r2_s_pcvt_w250_qv30_primary,1,2,completed,800,1673,1591,,S_PCVT,250,primary,"{""qualified_event_count"":1591.0,""retained_confirmed_day_ratio"":1.0,""bridged_day_ratio"":0.02968508002065049,""merge_ratio"":0.04902576995600252,""open_event_ratio"":0.0,""duration_q95_ratio"":1.4,""component_qualification_rate"":1.0,""qualification_delay_observations_q90"":0.0,""atomic_fragment_rate"":0.4805738194859534,""confirmed_density"":0.926690758905524,""mega_zone_concentration"":0.053691275167785234,""max_single_gap"":2.0}",passed,5,2,3,dominated,S_PCVT×W250
r2_s_pcvt_w250_qv30_primary__d2__g0,r2_s_pcvt_w250_qv30_primary,2,0,completed,800,1673,869,,S_PCVT,250,primary,"{""qualified_event_count"":869.0,""retained_confirmed_day_ratio"":0.7760445682451254,""bridged_day_ratio"":0.0,""merge_ratio"":0.0,""open_event_ratio"":0.0,""duration_q95_ratio"":1.4,""component_qualification_rate"":0.5194261805140467,""qualification_delay_observations_q90"":1.0,""atomic_fragment_rate"":0.4805738194859534,""confirmed_density"":1.0,""mega_zone_concentration"":0.03553481694185212,""max_single_gap"":0.0}",passed,5,2,2,non_dominated,S_PCVT×W250
r2_s_pcvt_w250_qv30_primary__d2__g1,r2_s_pcvt_w250_qv30_primary,2,1,completed,800,1673,851,,S_PCVT,250,primary,"{""qualified_event_count"":851.0,""retained_confirmed_day_ratio"":0.7760445682451254,""bridged_day_ratio"":0.006338028169014085,""merge_ratio"":0.021151586368977675,""open_event_ratio"":0.0,""duration_q95_ratio"":1.4,""component_qualification_rate"":0.5194261805140467,""qualification_delay_observations_q90"":1.0,""atomic_fragment_rate"":0.4805738194859534,""confirmed_density"":0.9809859154929578,""mega_zone_concentration"":0.03838028169014084,""max_single_gap"":1.0}",passed,5,2,3,dominated,S_PCVT×W250
r2_s_pcvt_w250_qv30_primary__d2__g2,r2_s_pcvt_w250_qv30_primary,2,2,completed,800,1673,840,,S_PCVT,250,primary,"{""qualified_event_count"":840.0,""retained_confirmed_day_ratio"":0.7760445682451254,""bridged_day_ratio"":0.013869625520110958,""merge_ratio"":0.03333333333333333,""open_event_ratio"":0.0,""duration_q95_ratio"":1.6,""component_qualification_rate"":0.5194261805140467,""qualification_delay_observations_q90"":1.0,""atomic_fragment_rate"":0.4805738194859534,""confirmed_density"":0.9660194174757282,""mega_zone_concentration"":0.04195561719833565,""max_single_gap"":2.0}",passed,5,2,4,dominated,S_PCVT×W250
r2_s_pcvt_w250_qv30_primary__d3__g0,r2_s_pcvt_w250_qv30_primary,3,0,completed,800,1673,464,,S_PCVT,250,primary,"{""qualified_event_count"":464.0,""retained_confirmed_day_ratio"":0.5504178272980501,""bridged_day_ratio"":0.0,""merge_ratio"":0.0,""open_event_ratio"":0.0,""duration_q95_ratio"":1.6,""component_qualification_rate"":0.27734608487746565,""qualification_delay_observations_q90"":2.0,""atomic_fragment_rate"":0.4805738194859534,""confirmed_density"":1.0,""mega_zone_concentration"":0.029352226720647773,""max_single_gap"":0.0}",passed,5,2,3,non_dominated,S_PCVT×W250
r2_s_pcvt_w250_qv30_primary__d3__g1,r2_s_pcvt_w250_qv30_primary,3,1,completed,800,1673,458,,S_PCVT,250,primary,"{""qualified_event_count"":458.0,""retained_confirmed_day_ratio"":0.5504178272980501,""bridged_day_ratio"":0.003009027081243731,""merge_ratio"":0.013100436681222707,""open_event_ratio"":0.0,""duration_q95_ratio"":1.6,""component_qualification_rate"":0.27734608487746565,""qualification_delay_observations_q90"":2.0,""atomic_fragment_rate"":0.4805738194859534,""confirmed_density"":0.9909729187562688,""mega_zone_concentration"":0.03259779338014042,""max_single_gap"":1.0}",passed,5,2,4,dominated,S_PCVT×W250
r2_s_pcvt_w250_qv30_primary__d3__g2,r2_s_pcvt_w250_qv30_primary,3,2,completed,800,1673,456,,S_PCVT,250,primary,"{""qualified_event_count"":456.0,""retained_confirmed_day_ratio"":0.5504178272980501,""bridged_day_ratio"":0.004995004995004995,""merge_ratio"":0.017543859649122806,""open_event_ratio"":0.0,""duration_q95_ratio"":1.8,""component_qualification_rate"":0.27734608487746565,""qualification_delay_observations_q90"":2.0,""atomic_fragment_rate"":0.4805738194859534,""confirmed_density"":0.987012987012987,""mega_zone_concentration"":0.032467532467532464,""max_single_gap"":2.0}",passed,5,2,5,dominated,S_PCVT×W250
